BenchmarkName,TestFilePath,TestCaseName,QuantidadeRotulosPositivo
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window get points using insuranceLimiter on Postgres error,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window block custom key using insuranceLimiter on Postgres error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window delete key and return true,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window delete returns false,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window delete rejects on error,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window query sets unique prefix to prepared statement for every limiter table,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window set client type to "client" by constructor name for Client,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window set client type to "pool" by constructor name for Pool,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window set client type to "sequelize" by constructor name for Sequelize,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window throw error if it is not possible to define client type,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window private _getConnection returns client for Pool,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window private _getConnection returns connection from manager for Sequelize,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window private _getConnection returns acquire connection from Knex,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window Pool does not require specific connection releasing,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window Sequelize release connection from manager,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window Knex release connection from client,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window does not expire key if duration set to 0,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window block key forever,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue remove 1 token works and 1 remaining,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue remove all tokens works and 0 remaining,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue return error if try to remove more tokens than allowed,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue queues 1 request and fire it after 1 second,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue respects order of queued callbacks,2
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue return error if queue length reaches maximum,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterQueue.test.js,RateLimiterQueue with FIFO queue getTokensRemaining works,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window rejected when consume more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window execute evenly over duration,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window execute evenly over duration with minimum delay 20 ms,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window makes penalty,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window reward points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block key in memory when inmemory block options set up,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window expire inmemory blocked key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window throws error when inmemoryBlockOnConsumed is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window throws error when inmemoryBlockOnConsumed less than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window throws error on RedisClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window consume using insuranceLimiter when RedisClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window penalty using insuranceLimiter when RedisClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window reward using insuranceLimiter when RedisClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block using insuranceLimiter when RedisClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window use keyPrefix from options,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window blocks key for block duration when consumed more than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window reject with error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block expires in blockDuration seconds,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block custom key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window get points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window get returns NULL if key is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window get supports ioredis format,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window delete key and return true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window delete returns false,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window delete rejects on error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window consume applies options.customDuration to set expire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window insurance limiter on error consume applies options.customDuration to set expire,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window insurance limiter on error consume applies options.customDuration to set expire,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block key in memory works with blockDuration on store,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window does not expire key if duration set to 0,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window block key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window set points by key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRedis.test.js,RateLimiterRedis with fixed window set points by key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object setup defaults on construct,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object msBeforeNext set and get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object points set and get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object consumed points set and get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object isFirstInDuration set and get with cast,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object returns object on toJSON call,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterRes.test.js,RateLimiterRes response object returns JSON string on toString call,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterUnion.test.js,RateLimiterUnion with fixed window does not allow to create union with limiters number less than 2,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterUnion.test.js,RateLimiterUnion with fixed window all limiters have to be instance of RateLimiterAbstract,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterUnion.test.js,RateLimiterUnion with fixed window consume from all limiters,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterUnion.test.js,RateLimiterUnion with fixed window reject consume one "limit1",0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterUnion.test.js,RateLimiterUnion with fixed window reject both do not have enough points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys add blocked key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys expire blocked key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys check not blocked key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys do not collect expired on add,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys collect expired on add if there more than 999 blocked keys,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys do not collect expired when key is not blocked,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys collect expired when key is blocked,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/BlockedKeys/BlockedKeys.test.js,BlockedKeys duplicated keys do not brake collectExpired and msBeforeExpire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage should set and get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage should delete record on expire,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage should incrby,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage incrby should create record if it is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage should delete record and return true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/MemoryStorage.test.js,MemoryStorage return false,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/Record.test.js,MemoryStorage Record value set with cast to int and get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/component/MemoryStorage/Record.test.js,MemoryStorage Record expiresAt set unix time and get Date,0
